Product Name,Material Type,Carbon Footprint (kg CO₂),Energy Consumption (kWh),Brand Policy (Eco-Certified),Number of Certifications,Sustainability Score
Product_103,3,61.86308568129179,152.81215062779236,0,1,43.50602703379562
Product_1056,4,44.64843667825552,86.36594883610711,0,0,77.96887411291263
Product_620,3,75.09401812531354,188.9434680077673,0,2,34.66429733578977
Product_528,2,31.412016469112288,114.13827285300492,0,1,66.46633719484286
Product_358,3,65.2912861455056,160.1165619613103,0,2,45.331044534985146
Product_1020,2,56.58562192075065,122.89779257232266,0,5,95.73453416654255
Product_1041,3,13.327659235941518,292.3854884992004,1,3,81.7631533792975
Product_1012,4,92.5151711819117,170.5455672966225,1,2,65.19089191576424
Product_170,2,32.96230648832588,147.68163039148448,1,5,98.98252067754017
Product_1126,1,97.95982922583505,234.26432422240381,1,3,62.1856188100091
Product_44,1,28.59058288495652,65.59397178818627,1,5,100.0
Product_1341,1,91.84445079896271,248.45681219641546,0,1,34.58592039090074
Product_1385,2,69.25529589805826,206.63446889577295,0,0,44.765476101313666
Product_709,1,13.270477451700454,53.10207084782772,0,0,82.74434710458422
Product_946,3,73.8048340598414,187.12709205053935,0,1,30.672164559971428
Product_302,1,14.298807571815136,85.47194323169873,1,5,100.0
Product_592,3,40.72496164182919,247.47600813361956,0,2,40.14231755236149
Product_730,2,22.15135666542953,148.3367113767554,1,5,100.0
Product_1080,3,34.527366091256305,275.9353508557807,0,3,77.04825508704504
Product_493,1,13.215197920966164,80.35676404417885,1,5,100.0
Product_348,2,39.91369058526767,142.89674569986644,0,2,61.46380556739288
Product_218,3,73.43303711642065,195.11300697978413,0,0,24.26088004583285
Product_981,3,73.10212209096187,182.06199065502267,1,2,57.03654082351453
Product_216,2,27.40036593564869,134.1935062454516,0,0,59.46111578308533
Product_517,3,73.14222391624325,163.56266160073133,1,3,65.7163557217321
Product_445,2,33.20970255105047,122.78247747199389,1,5,100.0
Product_831,2,37.2058685436672,111.64292784380471,0,1,64.06848015940547
Product_168,1,22.645285758390607,84.19332259176716,0,0,71.83869260245126
Product_1075,3,30.775736708356806,121.82779107991126,0,1,83.58449987950183
Product_1414,2,19.20757864838616,144.2077790929638,1,2,79.64618060912028
Product_1471,3,47.91356902067287,93.33222275807269,1,2,77.2304174290536
Product_190,3,51.29914975908107,201.801534890852,1,4,73.99011814228906
Product_87,3,68.3088540107011,193.77650549881284,0,0,27.090271894886875
Product_1148,2,10.50823687832953,224.1435610740872,1,5,99.43317282909243
Product_949,1,19.30411224567436,92.86154686848955,1,4,100.0
Product_760,3,79.62716628263064,244.1278928906798,0,2,21.36083828054872
Product_1364,3,74.19187807196465,321.28748301399105,0,0,25.83972022271371
Product_304,1,15.245280885996502,95.21216457037826,1,4,100.0
Product_318,2,41.8852468595719,138.48733114285437,1,5,96.35991034164316
Product_590,2,38.05770293045394,141.32323047460915,1,5,97.7065024398512
Product_336,1,26.983913031306383,70.42277907042413,1,4,100.0
Product_698,1,14.750866498477553,59.22295255299417,1,3,100.0
Product_352,1,29.42116490330736,91.30323422741428,0,0,67.02877070286347
Product_136,3,46.46685744947848,248.138333424128,1,3,62.13890459043515
Product_911,3,54.456151162687455,223.9563248111268,0,2,37.9806594564309
Product_876,3,59.38151980320043,200.27834418466807,1,3,65.25357126146616
Product_1416,2,56.65819279286462,60.55248080867942,0,5,91.08676040119548
Product_219,1,24.44533863711318,87.6198941151894,0,2,80.25335185840552
Product_801,2,47.28363832811726,103.04527716175912,1,3,90.74912540358956
Product_872,2,38.40812342712376,141.40929346617264,1,4,92.5140795932036
Product_1480,2,75.45900720062104,245.55571087057334,1,4,52.755990849196635
Product_1046,1,85.30734770302733,248.49290755948448,0,4,69.55850493314335
Product_1093,3,17.097808271000076,306.66760848522836,0,3,79.20389667017713
Product_678,1,10.80218382824965,81.57293962915102,0,2,88.28432016004497
Product_1180,2,78.06571442860404,154.1988779897915,1,4,81.16039787243963
Product_1195,2,48.68644433735399,249.6048564578479,0,1,65.43358105300902
Product_185,1,10.730993356961898,67.73331024925415,0,2,91.08784127166822
Product_951,3,48.72830138208689,198.50729091426956,1,5,80.93439112610264
Product_523,2,23.329684076404437,110.24012045281049,0,1,71.2871338712357
Product_1251,2,62.71833325874568,242.43084616849418,0,4,57.68395643416489
Product_595,1,17.849871128133696,82.41167344039229,0,2,84.59272974785469
Product_1151,2,41.30940490629047,193.75095448656427,1,1,73.23208307945643
Product_1247,2,101.09406408509801,140.42433628930988,0,2,51.553427126819216
Product_98,3,67.18481330940432,241.22082367815256,0,0,18.163428609667328
Product_705,2,29.18940496334638,128.8244451569933,1,3,94.64040848692814
Product_532,2,21.26074025514216,135.88380788967498,1,2,92.19286829449392
Product_746,3,66.17368021970879,241.54162014667037,0,0,18.604835860811534
Product_127,3,79.24711347049178,246.43532340359863,1,5,56.08937858403437
Product_753,3,73.48478511322608,193.6070480219313,0,0,24.536197839000707
Product_70,1,16.02755748328284,90.87039236530546,1,4,100.0
Product_237,2,29.807948490142373,137.07830542334148,0,2,67.68036467026052
Product_1448,1,50.00244891912457,110.00603062568378,0,4,81.99823828445383
Product_1203,4,53.14098587636145,271.1171591457806,1,0,40.73308107140641
Product_1350,1,59.71505063428629,224.01138342145137,1,0,45.498024764782095
Product_926,2,34.9008626845384,134.12558650581002,1,4,95.7244513565688
Product_382,3,51.49846659589001,189.4190494599908,0,2,46.36695681005683
Product_979,2,26.26648172015491,137.08420644959116,1,5,100.0
Product_1243,1,18.848730192854205,166.9293875124757,1,5,88.36353630562968
Product_803,2,36.00159886296088,100.4913776284894,0,1,66.90092504282168
Product_782,1,21.412194932776597,90.2082782491942,1,4,100.0
Product_1089,2,16.734200437807296,369.2374434923481,0,0,58.05599551942299
Product_1375,3,66.1351952617683,273.343988341165,1,1,39.851083407206346
Product_1410,3,182.19001376057375,120.54325082192926,0,5,38.1520075605098
Product_643,2,49.78450516997211,125.44795202110238,1,3,85.01815701079347
Product_80,2,26.456056160517125,122.20917034391832,1,4,100.0
Product_889,1,17.068427586054362,86.00787304654702,1,5,100.0
Product_624,1,14.0030048848962,64.81629009499001,0,0,80.0352395385539
Product_1224,4,40.557356388633195,61.713499308860655,1,1,80.54790036764928
Product_1097,3,29.639489246859874,286.4700040469291,0,2,72.46115282124913
Product_76,2,27.79439626235103,101.9478923174232,0,0,65.71322340533985
Product_695,1,24.31649929364177,54.00528633048011,1,4,100.0
Product_1026,3,60.9728919459333,230.7252831405128,1,3,73.63560410216873
Product_1322,2,43.95446659163782,167.2528237048254,1,3,71.52801313720295
Product_1013,3,86.6399488486387,289.7505937701574,1,3,60.03295596839265
Product_1249,4,67.68446185091568,270.12504066251364,0,0,35.791682252802474
Product_1462,4,84.70415209492303,194.65517468116985,1,4,57.155270564601466
Product_717,2,41.16757587931474,128.5599591981457,1,4,93.7042202207135
Product_824,2,34.769764400035456,116.68882985348988,1,4,99.2773518292843
Product_1230,3,48.67941758622024,256.0364238629372,0,1,48.55674026538233
Product_143,2,22.46515002429282,138.47212897107784,0,0,61.07299919363802
Product_349,1,23.9484053449368,70.56519860331156,1,2,100.0
Product_864,3,45.18715912896941,175.03587295708556,1,4,82.39924584409817
Product_853,2,44.13311623038515,126.43536599420264,1,2,82.64636868596689
Product_401,2,26.146438224521376,124.25089937620206,0,2,72.0766010124989
Product_181,1,14.198111861911716,80.63979177682552,1,3,100.0
Product_1048,1,27.25477835850697,139.89586749141262,1,2,87.83397974330666
Product_495,2,39.024264148872106,110.45486822948072,0,0,58.396894279667805
Product_59,3,69.89777626386775,232.14712527761907,0,0,18.621686812542315
Product_583,3,53.48826302263008,190.03298684107585,0,2,45.2492711204698
Product_716,2,38.03222500400699,148.34842573091578,0,0,51.31420235181335
Product_14,3,40.77310523670404,225.89768318540308,1,5,79.43391074456736
Product_1274,3,89.04117738622575,216.48387882403415,0,2,44.363006091215865
Product_1287,2,19.946153735316603,307.0343802892211,1,3,58.96368914925603
Product_658,3,66.84629893518755,155.2709789853439,0,2,45.52265473533744
Product_1489,3,102.92805431578317,52.892436321395046,1,0,56.04131554126664
Product_406,3,44.2362321761503,204.41086239394684,0,2,46.999711433135474
Product_839,2,21.87372780857214,106.66421290410864,1,4,100.0
Product_1494,2,61.97092235672871,172.42808075282358,0,4,68.44596506222142
Product_1415,2,81.10951257430159,167.01169190025556,0,3,58.559916813956114
Product_161,3,44.74010494392606,231.60567571143235,0,1,36.30881238575049
Product_1019,3,75.73806187427945,304.5312409335044,0,5,71.82545734436573
Product_608,2,22.127966484013204,117.15133562950122,0,2,75.50574963209316
Product_411,1,18.35161551569857,81.2665084977227,1,5,100.0
Product_245,1,15.889315190838351,86.4185427169823,1,5,100.0
Product_1183,1,56.44262320747357,113.01353682393786,0,1,76.76585935536414
Product_183,2,47.56779600918664,131.38344385794045,0,0,49.9394132238186
Product_1467,2,67.78036763013263,63.71266227909556,0,5,86.71997198758925
Product_888,2,35.018728042112535,131.95539234973532,1,2,86.09955750899667
Product_553,1,18.39454633852245,79.15651095497918,0,2,84.97142463974293
Product_66,2,25.83867535462295,117.4415953729315,1,4,100.0
Product_1175,1,82.6450215050266,154.68978862315655,1,0,59.73751468617637
Product_538,2,47.32310484931746,109.03287706556516,0,2,64.53187216222823
Product_1419,4,28.477547010101695,108.18405084961611,1,2,81.80525091902199
Product_254,1,10.449386166402348,51.28847993821756,0,0,84.51761092915531
Product_514,1,28.744569744729024,81.61981282327542,1,3,100.0
Product_543,3,49.18392643015875,227.28400834265037,1,4,69.95123511639056
Product_545,3,46.6113796057183,165.3412882389088,1,3,78.62605254935909
Product_1030,4,77.58902721862675,116.7855522447967,0,0,65.0447366099323
Product_470,3,76.83066433853429,186.1666083195043,1,4,64.351346166832
Product_657,2,39.09204110550221,121.97814708864492,0,0,56.05835002951992
Product_322,3,55.86214727959853,199.8967944220793,1,4,72.08956747578488
Product_1390,2,38.355333232970814,545.3091021931365,0,1,8.77926803948975
Product_1484,4,30.00524947320268,161.17380713866444,1,3,77.3220916135794
Product_63,2,23.921311302205982,121.52679104565183,0,2,73.73398613976663
Product_1027,2,90.55907467835911,415.1853733115745,0,0,31.313740265334815
Product_1215,1,14.418223877600632,159.86926033026472,1,0,70.97323259330008
Product_638,1,26.296502274930244,89.17347800246338,0,1,74.0170532620422
Product_1368,2,38.40207817385653,140.97848070532743,0,3,77.4125005333511
Product_43,3,40.05414502861873,217.6820043630047,1,2,66.43652661308968
Product_1159,4,22.81874284403301,186.87963932404753,1,3,89.46641321438534
Product_323,2,42.54125258087137,103.4220354621313,1,2,88.04496661713804
Product_156,3,43.81597109252843,157.06966081843663,0,2,56.67808229004846
Product_150,1,10.092640460092056,68.12798982795474,0,1,86.32808180436302
Product_410,2,21.95613773781476,105.30801767737336,1,3,100.0
Product_194,1,21.19280662616436,67.7448841743277,1,5,100.0
Product_431,3,76.58194655394236,181.92252977861884,0,2,35.32452076730505
Product_157,3,57.14808083945734,186.1540187762957,0,1,39.19515582501219
Product_261,1,29.68804361407104,81.13767016199205,1,5,100.0
Product_109,1,23.878968889342,69.97593922934674,1,2,100.0
Product_319,2,42.96538696973329,148.77051838423725,0,0,48.76320283828591
Product_1382,4,77.2959175225871,165.1894674503507,0,4,64.16800874954191
Product_1158,1,68.33514684628632,110.05781205248238,1,2,78.49367474086586
Product_144,2,49.03580104535092,146.73977587463918,0,0,46.13414430239671
Product_1112,2,56.17080412586973,275.88730362090536,0,4,75.56002840014855
Product_1127,2,66.3207749263306,55.055586283318526,0,1,79.59820889376897
Product_972,1,22.471713760055195,56.58434517181036,1,4,100.0
Product_1147,3,32.817147216319654,244.31331705851983,1,4,85.72352412925213
Product_632,2,28.80466469624365,144.66522468940613,1,5,100.0
Product_793,1,29.98827451541333,83.77280226682129,0,1,73.25130228892907
Product_941,2,27.404716076057067,141.06297101864226,1,3,93.085047758243
Product_1444,4,81.72341495644888,218.0165791876407,0,4,54.69431788709679
Product_1004,1,16.54084398979024,302.02289981072926,0,0,64.83545682199
Product_1354,2,75.40758180778224,173.88162271936622,1,1,51.52510295937128
Product_82,1,16.698112293141723,84.5527906369631,1,2,100.0
Product_861,2,28.8385818903858,134.58217009866593,1,2,88.66427503507391
Product_660,2,21.78574101043315,115.8228565437208,0,1,70.94255818603926
Product_710,3,57.29384905613389,203.00523392123807,1,3,65.75202868768544
Product_1239,1,240.02575595809535,212.73083189865798,0,5,4.081360629867945
Product_28,3,70.9168592750446,179.2248956739388,1,4,68.69659122768994
Product_481,1,23.949429233385672,85.60685229403025,0,2,80.90391492450111
Product_700,2,45.368130889697206,117.3479475188793,1,3,88.84634505137554
Product_844,2,47.791478201902606,138.79386272348466,0,0,48.34548835435176
Product_224,2,41.992138880890245,104.02904061432568,1,2,88.19812243668974
Product_983,2,43.02702885553755,106.30550708393125,0,2,67.22538415544498
Product_250,3,68.50485332394051,246.5836668807584,0,2,26.43083996187808
Product_1135,1,93.34699494613785,220.06810849105997,0,3,64.98909066705264
Product_466,3,69.51669573416102,243.31929170490184,1,4,56.57779379193912
Product_1342,2,13.191981281366344,159.7640099414769,1,0,71.41820506030024
Product_1361,1,69.626450388195,240.73755935627312,1,4,55.52010846069078
Product_94,3,78.31736484227082,223.7431441427122,1,4,56.09268875032215
Product_450,1,29.113029964595068,76.27351536779466,1,2,100.0
Product_568,1,13.710510314062423,66.56761093681585,1,4,100.0
Product_1244,2,51.819118839468345,95.57558001343936,0,5,87.52697140417018
Product_1276,3,96.59494332654768,108.2394046547535,0,0,49.95585913749529
Product_1205,1,86.07151884413436,183.81741965355835,0,1,46.30235545651922
Product_259,3,63.62551335978552,157.8626710989758,0,2,46.61470910031208
Product_314,2,22.418045412713735,107.6572250041978,0,1,72.25953229280356
Product_1351,1,13.629620454337703,169.62197631813004,1,5,89.7863363932623
Product_276,1,28.0003728369621,80.12247209832938,1,2,99.97531916185306
Product_1229,1,91.07865643943394,121.92343681723341,1,5,69.83395472361312
Product_540,2,44.14720330524316,110.938585420544,1,2,85.73868126326963
Product_1222,2,36.437085024123675,242.80932783502118,1,1,54.82562106630354
Product_1024,4,23.795494953436748,117.8414149692841,1,4,100.0
Product_572,1,26.895664562337757,72.7091831368353,0,0,72.01033109146407
Product_1184,2,89.28483397933732,246.89715329333373,1,5,73.52483447686544
Product_1045,2,64.48641741403746,279.6782747868019,0,5,77.68624729710857
Product_1111,4,141.9761082763834,105.47862470838704,1,5,71.85930504624628
Product_733,2,40.31361919205028,117.40259777386602,0,2,66.36267084920165
Product_1479,3,91.66655994046712,214.3995286105182,0,0,35.75677472925878
Product_1074,3,85.30085402901312,195.445451459791,1,4,74.86519864531697
Product_371,2,35.70172734123099,109.60116845681722,1,2,90.22890263802104
Product_356,3,65.66937589194232,162.8902585073499,1,4,74.58726035255887
Product_1434,2,14.024431376592736,59.78994449010382,1,5,100.0
Product_1047,3,15.77050721066906,136.52793895096298,0,1,86.61605394170299
Product_129,3,71.70380465153534,179.94231248031065,0,1,33.1596351781702
Product_1,3,68.52827533130471,214.04472739932527,0,1,27.926916854482585
Product_1087,3,25.392943730965886,194.06904896727377,1,1,77.97521198398286
Product_1284,1,11.576577540009449,181.63349824550997,1,2,76.7031731241702
Product_645,3,59.35957472718989,222.35345733310885,1,3,60.84952116978329
Product_1370,4,61.78353090923609,142.9632700008791,1,1,60.9312736816355
Product_1201,3,55.026371818617264,112.31102090779993,0,1,67.89411672731397
Product_506,1,12.139612776539169,90.6236910522086,0,1,80.8054554012887
Product_175,3,71.50196343435117,171.1506749281768,1,2,60.01888329718904
Product_1199,3,75.8771393688905,287.9126143638929,0,1,53.44559675294356
Product_122,3,50.38167132704361,241.5814348190744,1,3,61.49287737266331
Product_562,2,45.567916231735445,120.5365771745506,1,3,88.10872644922216
Product_1193,3,50.178234456187354,131.41320599606877,1,1,76.80520906353692
Product_1231,2,25.03681092018692,131.291321146862,0,2,79.54341800590528
Product_34,2,23.16994052785232,121.1096116940339,0,2,74.19310739726707
Product_213,3,42.76030370451265,198.0183515261888,1,2,69.01617784250593
Product_1478,2,95.75056398592865,279.74348031042257,1,3,36.52578055836159
Product_715,2,31.135172703128827,122.27589072465804,1,4,99.97723550350398
Product_1218,3,33.02193793439384,135.22380987791036,0,1,72.15875024127561
Product_1070,2,86.89654755342272,80.53638753641356,1,1,70.87739698033184
Product_940,1,23.01754738094388,53.121566363889016,0,0,77.86691303675025
Product_1491,3,36.70282478185174,163.6718616667159,0,0,62.60323207634451
Product_615,3,55.51304359667725,236.77231528050925,0,2,34.889015145559526
Product_1169,2,90.7866168164522,246.85154875533217,1,4,68.07886007953113
Product_300,2,44.9509113102732,144.89776080925097,1,3,83.5449921830132
Product_126,1,21.30266367178418,55.16325044375242,0,0,78.31601807535742
Product_1482,4,13.305107796914948,280.2609562183392,1,3,65.3040688383289
Product_163,2,44.35309364270413,127.35226728077888,0,0,52.35299972249216
Product_1077,1,93.48094105056434,123.30781925438966,0,1,64.62493575939173
Product_1134,2,61.517874534686214,190.6783742015098,0,0,62.476800219443156
Product_1343,3,78.2967466014556,153.20776145927087,1,1,53.61497447059992
Product_625,1,13.349651645181396,57.173472850901,1,5,100.0
Product_533,3,67.07763131987349,159.04189777916608,1,2,64.65280478423004
Product_557,1,29.679552959196563,73.30907955637785,1,2,100.0
Product_1474,4,69.1395419496729,311.27770970023903,1,1,33.109503862578634
Product_1015,1,85.07492770713006,157.10600211274974,0,0,58.766921476586006
Product_54,1,26.83657553516544,96.4315281057697,1,3,100.0
Product_758,2,46.65211016926044,135.7992346770862,0,2,59.51409797995255
Product_394,1,24.75164603177783,55.14212960787384,0,2,86.59575106253632
Product_659,3,64.81895140207882,153.75662295439807,0,2,46.83919970808097
Product_1396,1,20.10027697976199,226.32035790739116,1,5,79.01684937097463
Product_479,1,24.167259534300698,55.91093111455443,0,1,81.73418400993877
Product_373,3,69.51539939338424,220.0347888866569,1,3,56.23534252597648
Product_52,1,24.82241298580118,59.286653600259285,0,2,85.73146278704755
Product_813,2,33.88026815196181,134.64601146123942,0,0,56.130663631771206
Product_436,2,47.18429764297299,104.97473344364823,0,2,65.41290448978387
Product_1408,2,121.293581530647,73.74786121665255,1,5,66.48506728177567
Product_858,1,20.78322553350509,59.03925752811898,1,4,100.0
Product_1194,3,78.98443624881968,211.55952182048267,1,3,70.14871694330583
Product_108,3,48.36741861631711,173.50312988119185,1,2,71.11566471560307
Product_862,3,51.97533494821393,150.9098181280776,0,0,43.83036890027752
Product_331,1,27.458916717528165,88.00804648950796,0,0,68.66893234333433
Product_1190,1,55.6758724814327,179.15477196218498,0,4,85.38176105935169
Product_1098,4,54.17584706014579,262.4206389360583,1,1,62.50518198835043
Product_79,3,55.52662824507982,174.36147919821943,0,2,47.3643900378162
Product_105,3,41.755997705720205,212.6753348542331,0,1,41.58693417629327
Product_1155,4,19.347048654190814,233.78922836727364,1,0,70.8169625670154
Product_115,1,21.66783589532241,78.84286905663501,1,3,100.0
Product_179,1,11.34152954776855,70.88334979084973,0,0,80.15256526794577
Product_187,3,41.44075273165706,151.99729325780282,0,0,48.88016498261091
Product_265,2,28.09462160384643,145.4774236506069,0,2,66.8572044679554
Product_209,1,14.621495931761428,75.12136435831883,1,3,100.0
Product_712,2,32.92955661539889,100.45435174756082,1,2,93.4443513427884
Product_1008,1,80.2596504838721,107.00676864216769,1,2,75.2214279906216
Product_253,3,54.837640326310606,174.54544625389303,0,1,42.67209058606609
Product_231,3,40.00046539021464,162.9380616966701,1,5,92.41215496555868
Product_922,2,35.605096769322536,148.62841178248684,1,3,87.47176925884136
Product_1384,2,65.15528568748951,254.9545828515592,1,5,58.952462581644795
Product_992,3,41.39646210624896,224.6452128857114,1,3,69.37272636973324
Product_775,1,23.85251904452329,59.04459506894492,1,3,100.0
Product_1447,4,70.42930003507044,453.77751639753166,1,3,19.2831175280956
Product_475,2,33.777955915196415,132.43414766786822,1,2,86.62419250882816
Product_893,1,26.45228637027357,61.55404264372481,1,5,100.0
Product_171,2,33.18214969083357,117.61635271262696,0,1,64.88565461205782
Product_976,1,26.521352605050566,62.61573680675765,1,3,100.0
Product_249,2,40.868544394904205,147.60312233195015,0,0,50.045103336157865
Product_38,3,51.732344431222586,240.6985518438244,1,4,65.99411741562383
Product_442,3,43.655659453271056,204.4824675673432,1,3,72.27567675989583
Product_873,1,29.2585375047516,70.0156418086497,1,3,100.0
Product_906,1,22.83943000886532,60.484513871510046,1,3,100.0
Product_1495,4,46.72693070878637,56.72938096552564,0,4,91.13616710709593
Product_635,2,22.612783003873144,123.84916963088268,1,5,100.0
Product_1095,2,107.62344407063492,50.68639627755301,1,4,82.64432715105423
Product_119,3,68.46891222984195,176.51707411833556,1,2,60.46212906141192
Product_1306,3,67.3595137755123,178.07501035423908,0,2,57.71291862543484
Product_1054,1,18.203860295160833,279.89038007274775,1,3,81.54980390417697
Product_527,3,44.1027185033436,170.93060758342085,0,2,53.76251923164403
Product_160,3,66.49736046804273,197.45335626224409,1,4,67.26064851352982
Product_627,3,55.018757138660014,222.45579091588183,0,2,37.99946324749362
Product_597,3,65.13705826458349,180.30657611751016,1,2,61.37015564420622
Product_200,1,15.414893462871076,59.0889433608681,1,5,100.0
Product_134,2,43.239605935435456,127.2315435553568,1,2,82.9338883212109
Product_1223,3,22.60122941914848,233.63860372361876,1,3,69.04377914475522
Product_73,2,32.48461994539284,111.6364174457776,1,4,100.0
Product_770,3,61.1070986488678,152.10369024604685,1,4,79.02571262635672
Product_1128,2,94.54902831755173,105.7731798337654,1,1,66.05797352135795
Product_462,1,14.403664038996226,81.68557998827646,1,3,100.0
Product_320,2,24.76724503008061,128.6781640013355,0,2,71.8807446846926
Product_1464,2,84.00201458590735,247.04804407040308,0,2,41.54208828437197
Product_1121,2,90.32990166256995,139.84029018764662,1,4,78.91700048246435
Product_603,1,19.610138945156574,80.09033669727236,1,2,100.0
Product_860,1,22.206675666218366,59.93222884487029,1,3,100.0
Product_747,1,19.043980565668704,66.76858031087312,0,2,87.12429365499102
Product_769,1,29.39824092214541,93.71536670685404,0,2,76.55780619755649
Product_1378,4,124.22061494026755,202.8870904535525,0,1,30.08972120287349
Product_1297,2,20.229502430740098,201.94173021623723,0,0,62.62841461680539
Product_953,1,13.506058847153191,97.25120322902843,0,0,73.79672993061772
Product_570,1,25.531937055834835,69.79686130979749,0,0,73.27465921012308
Product_1209,4,59.83619342532799,379.32098955322493,0,0,22.159183868151473
Product_1439,1,95.9140907314357,72.70410431497564,1,4,71.52445259675116
Product_957,2,34.81442121370786,127.32381805126884,1,5,100.0
Product_982,1,17.20272814943038,92.4549009979338,0,0,72.90765572569805
Product_1018,2,112.08213812703346,224.24287142309055,0,0,43.951071419580906
Product_1407,1,77.7402639223,311.6440785227789,0,0,26.044295848778162
Product_266,2,44.751482305401865,128.44777416409255,1,5,96.93470401448056
Product_701,3,50.585401077014296,243.5523022758857,0,1,30.996839006315703
Product_1051,2,56.461701704561186,459.61870774567967,0,2,47.09961871406367
Product_142,3,46.50798975234264,178.14773024509194,0,2,51.11645907481029
Product_600,1,27.20244794378409,97.72829644294056,1,4,100.0
Product_1196,4,16.993855467126387,125.95303650057492,1,2,92.30653970980458
Product_452,1,26.19032149449756,95.01320556010351,1,3,100.0
Product_488,1,10.584945660691185,78.28724753066446,1,4,100.0
Product_308,3,78.81028438904228,207.57924711223097,1,3,54.079008383032665
Product_670,3,63.15227018047762,214.52376445533315,0,1,30.51911201869456
Product_120,2,42.12301306164457,147.67014396910474,0,1,54.40446467535676
